asset,p_rule,filter,side,n,accuracy,avg_net_1x,total_1x,avg_net_10x,total_10x
sol_5m,long_p80,low_vol72,1,68,0.47058823529411764,-0.0014027893698059432,-0.09362865822769384,-0.014027893698059443,-0.7132760869151473
sol_5m,long_p80,mom24_up,1,76,0.4342105263157895,-0.0014312301200641688,-0.10678460249822919,-0.014312301200641702,-0.7786381224799361
sol_5m,short_p40,low_volume,-1,158,0.46835443037974683,-0.0014386780719760357,-0.21037381789532494,-0.014386780719760364,-0.9584267745312887
sol_5m,short_p40,trend72_up,-1,256,0.5,-0.0014585978869637573,-0.32213618100646857,-0.014585978869637587,-0.9955443334905444
sol_5m,short_p40,all,-1,484,0.49793388429752067,-0.001482140292195945,-0.529781401417319,-0.014821402921959458,-0.9999886767403401
sol_5m,long_p80,low_vol24,1,58,0.46551724137931033,-0.001496497793895254,-0.08472240439973167,-0.014964977938952543,-0.6483475703552541
sol_5m,short_p40,trend72_down,-1,228,0.4956140350877193,-0.0015085738700005061,-0.3063229141203536,-0.015085738700005069,-0.9974586833112561
sol_5m,short_p40,mom24_down,-1,227,0.4889867841409692,-0.0015114091005663714,-0.3060934197624525,-0.015114091005663723,-0.9976511100077741
sol_5m,long_p80,trend288_down,1,93,0.45161290322580644,-0.001533815987480164,-0.1369460462709653,-0.015338159874801645,-0.851693360807479
sol_5m,long_p60,low_atr,1,106,0.5283018867924528,-0.0015646910489473607,-0.15608383483404675,-0.01564691048947361,-0.8741971975895457
sol_5m,long_p80,mom72_up,1,86,0.43023255813953487,-0.0016730803529026808,-0.13894182315652903,-0.01673080352902681,-0.8681437312657635
sol_5m,long_p60,low_vol24,1,100,0.47,-0.0016790197749294356,-0.1576509397256186,-0.01679019774929436,-0.8731923664890971
sol_5m,short_p20,trend288_up,-1,81,0.5061728395061729,-0.0016900276116687935,-0.13187837315022166,-0.016900276116687946,-0.8501637954015034
sol_5m,long_p80,trend72_down,1,130,0.46923076923076923,-0.001694853957837314,-0.20215278237302092,-0.016948539578373154,-0.9382557852370482
sol_5m,short_p40,low_vol24,-1,107,0.40186915887850466,-0.0016954564054842318,-0.17153568510140504,-0.01695456405484233,-0.9361244240707114
sol_5m,short_p40,rsi_mid,-1,222,0.49099099099099097,-0.0017159771990312603,-0.3279678898969298,-0.017159771990312614,-0.9964425167386398
sol_5m,long_p60,trend288_up,1,225,0.4666666666666667,-0.0017228672897070195,-0.32905030234834864,-0.017228672897070207,-0.9936232034683964
sol_5m,long_p60,rsi_cold,1,138,0.5072463768115942,-0.0017547365751219676,-0.2209458547386275,-0.017547365751219686,-0.9620788571116693
sol_5m,long_p80,all,1,208,0.4423076923076923,-0.001758987113089401,-0.3136278301004414,-0.017589871130894018,-0.9913096632315128
sol_5m,long_p100,all,1,69,0.34782608695652173,-0.0017933019921135386,-0.12017391293402868,-0.0179330199211354,-0.8113552991803268
sol_5m,long_p60,mom72_up,1,190,0.45263157894736844,-0.0018121318046402915,-0.29909423916537037,-0.01812131804640292,-0.9898539208127715
sol_5m,long_p80,trend72_up,1,78,0.3974358974358974,-0.0018658757051762127,-0.13971979254246092,-0.018658757051762134,-0.8592526149720896
sol_5m,long_p80,mom72_down,1,120,0.45,-0.0018849335257052067,-0.20620125668259348,-0.01884933525705208,-0.936658702280689
sol_5m,long_p60,mom24_up,1,174,0.4367816091954023,-0.0019119528224556652,-0.28938754534403677,-0.01911952822455666,-0.9856271698523585
sol_5m,long_p60,high_atr,1,74,0.44594594594594594,-0.0019196688131377447,-0.13699978187003203,-0.019196688131377457,-0.8614309166748373
sol_5m,long_p80,trend288_up,1,115,0.43478260869565216,-0.0019410820233646973,-0.2047169624402737,-0.01941082023364698,-0.9414029148269889
sol_5m,long_p80,mom24_down,1,129,0.4418604651162791,-0.00199366536359113,-0.2316020596775904,-0.019936653635911305,-0.9605917208664934
sol_5m,long_p80,high_atr,1,38,0.3684210526315789,-0.0019937397449722644,-0.07549269105856082,-0.019937397449722654,-0.6473570126174105
sol_5m,long_p60,rsi_hot,1,90,0.4222222222222222,-0.002010484987480053,-0.16938607120627425,-0.020104849874800542,-0.8982279207557523
sol_5m,short_p40,rsi_hot,-1,148,0.47297297297297297,-0.002022292838500661,-0.26508065022564,-0.020222928385006618,-0.9805738799795707
sol_5m,long_p100,low_atr,1,22,0.5454545454545454,-0.0020581339348163604,-0.044825045848010614,-0.020581339348163613,-0.4018658189313917
sol_5m,long_p100,trend288_up,1,41,0.34146341463414637,-0.002177583262505684,-0.0874743236712916,-0.021775832625056845,-0.6707787723292862
sol_5m,long_p60,trend72_up,1,180,0.42777777777777776,-0.0021802647966225252,-0.3316095701710903,-0.021802647966225254,-0.993290680889592
sol_5m,long_p60,all,1,412,0.44902912621359226,-0.0022626306842269284,-0.6150595832582093,-0.02262630684226929,-0.9999921016561382
sol_5m,short_p40,mom72_up,-1,232,0.4956896551724138,-0.002309470769714197,-0.4237507626321021,-0.023094707697141986,-0.9993373328255856
sol_5m,long_p60,trend72_down,1,232,0.46551724137931033,-0.002326535252195862,-0.42407850327790353,-0.023265352521958636,-0.9988227801164576
sol_5m,long_p100,trend72_down,1,52,0.3269230769230769,-0.0023399464013093775,-0.11689833089658086,-0.023399464013093788,-0.7750709471282969
sol_5m,short_p40,high_vol72,-1,116,0.47413793103448276,-0.002445592267123245,-0.25499128623772127,-0.024455922671232457,-0.9828542653118333
sol_5m,long_p100,mom72_down,1,49,0.30612244897959184,-0.002483596740155076,-0.11685692463042086,-0.024835967401550772,-0.7735809418008174
sol_5m,short_p40,low_vol72,-1,110,0.44545454545454544,-0.0024884999006703377,-0.244820036834957,-0.024884999006703375,-0.9757494939081044
sol_5m,long_p100,mom24_down,1,48,0.2916666666666667,-0.002516152170996247,-0.11619278776469899,-0.02516152170996248,-0.7760260404485082
sol_5m,long_p80,low_volume,1,72,0.4166666666666667,-0.0025306570667861313,-0.16887654457090673,-0.02530657066786132,-0.8806705517060043
sol_5m,long_p60,mom24_down,1,234,0.452991452991453,-0.002568703889977831,-0.4591119792404754,-0.02568703889977832,-0.9994563387719259
sol_5m,long_p60,low_volume,1,139,0.43884892086330934,-0.0025972380920692155,-0.3077105830583329,-0.02597238092069216,-0.9871449448951201
sol_5m,long_p80,rsi_mid,1,94,0.4148936170212766,-0.002657780587381786,-0.22532104402887565,-0.026577805873817858,-0.9537949836206605
sol_5m,short_p40,high_volume,-1,55,0.45454545454545453,-0.0026798490953910755,-0.1410466272438854,-0.02679849095391077,-0.8636569585241543
sol_5m,long_p60,mom72_down,1,220,0.44545454545454544,-0.002691392786052269,-0.45308842006814276,-0.0269139278605227,-0.9992518495838061
sol_5m,long_p60,rsi_mid,1,184,0.41847826086956524,-0.002766883400334011,-0.40512370974792644,-0.02766883400334013,-0.9979534329768945
sol_5m,long_p60,low_vol72,1,117,0.42735042735042733,-0.002884239894432916,-0.29036093211286707,-0.028842398944329162,-0.9813578694375962
sol_5m,long_p60,trend288_down,1,187,0.42780748663101603,-0.0029120786188097055,-0.42627529591399027,-0.02912078618809707,-0.998761393150517
sol_5m,short_p40,trend288_up,-1,176,0.45454545454545453,-0.0029978111241251134,-0.41575908253856453,-0.02997811124125114,-0.9983579705673332
sol_5m,long_p100,rsi_mid,1,27,0.2962962962962963,-0.0040965109207758,-0.10675127556406672,-0.040965109207758026,-0.7397337688476309
sol_5m,long_p100,low_volume,1,27,0.2962962962962963,-0.004225859102632103,-0.10905203288546195,-0.042258591026321034,-0.7267284629861734
zec_5m,long_p80,high_atr,1,37,0.6486486486486487,0.007975181925791514,0.3275231345125289,0.07975181925791515,6.2838053836620205
zec_5m,long_p80,high_vol24,1,41,0.6097560975609756,0.006675372032686644,0.2995842845354717,0.06675372032686644,4.913014056444961
zec_5m,long_p80,high_vol72,1,33,0.5454545454545454,0.004423785853294148,0.14995398985866304,0.04423785853294147,1.4499788609801172
zec_5m,long_p60,high_atr,1,82,0.524390243902439,0.0027861375329348037,0.224911691350959,0.027861375329348015,-0.002696093585510817
zec_5m,long_p100,rsi_cold,1,25,0.48,0.00272572834157539,0.06799375520235706,0.027257283415753893,0.6038626417148427
zec_5m,long_p100,mom24_down,1,36,0.5,0.0019007180396691035,0.06787224311870954,0.019007180396691026,0.5471010342808564
zec_5m,long_p60,high_vol24,1,84,0.4880952380952381,0.0018068036362902027,0.13510063201437017,0.018068036362902006,-0.516946701607098
zec_5m,long_p100,trend288_down,1,21,0.42857142857142855,0.0017342803551185252,0.034730654601059285,0.017342803551185237,0.17531789193811997
zec_5m,long_p100,trend72_down,1,40,0.475,0.0015515327628727526,0.060935123050964934,0.01551532762872752,0.43001252697261605
zec_5m,short_p20,high_vol24,-1,55,0.5454545454545454,0.0013082317229805923,0.06756299684373612,0.013082317229805898,0.11043536198159942
zec_5m,long_p60,high_vol72,1,83,0.46987951807228917,0.001065443522349489,0.06905713467665753,0.010654435223494867,-0.6840948204189421
zec_5m,short_p20,rsi_cold,-1,66,0.5606060606060606,0.0008107742397171012,0.04659341725746313,0.008107742397171007,-0.11557700619324052
zec_5m,short_p40,rsi_cold,-1,126,0.5873015873015873,0.0007811443453931327,0.08501922955158614,0.00781144345393131,-0.4449678589181453
zec_5m,short_p0,rsi_hot,-1,27,0.5555555555555556,0.0006657483685301919,0.013901331988907861,0.006657483685301898,-0.2065872014272343
zec_5m,short_p0,high_atr,-1,22,0.5454545454545454,0.0006643188625332167,0.012711641439857146,0.006643188625332152,-0.037417568316523764
zec_5m,long_p80,mom24_up,1,59,0.4915254237288136,0.0003363052766308542,0.008834196388867621,0.0033630527663085197,-0.5184840677576024
zec_5m,long_p100,all,1,55,0.4727272727272727,0.00027203275305638587,0.010448967472887594,0.0027203275305638405,-0.24599623218055666
zec_5m,short_p20,high_atr,-1,56,0.5714285714285714,0.00021256934217935326,0.0006612327109367655,0.002125693421793514,-0.9873282819613077
zec_5m,long_p80,high_volume,1,27,0.48148148148148145,-6.574063628844204e-05,-0.009329899855442969,-0.000657406362884443,-0.5012593684370125
zec_5m,long_p100,mom72_down,1,37,0.40540540540540543,-0.0001395434001980919,-0.007954424181296438,-0.001395434001980928,-0.26886826343045334
zec_5m,long_p80,rsi_cold,1,71,0.49295774647887325,-0.00041140867493361723,-0.037027799126567174,-0.0041140867493361915,-0.7018541609474147
zec_5m,short_p40,high_vol24,-1,105,0.5523809523809524,-0.0004742134124050373,-0.06477701282938508,-0.004742134124050396,-0.9032818189989077
zec_5m,long_p100,trend288_up,1,34,0.5,-0.0006311201776290532,-0.023466674172839985,-0.006311201776290548,-0.3584682297518016
zec_5m,short_p0,high_vol24,-1,24,0.5,-0.0007399321822011475,-0.01982875246508642,-0.007399321822011484,-0.32591806387500877
zec_5m,short_p40,trend288_down,-1,311,0.5144694533762058,-0.0008171468776697956,-0.2567109703380046,-0.008171468776697971,-0.9991270820421875
zec_5m,long_p80,trend72_up,1,61,0.45901639344262296,-0.0008792615345504299,-0.06351158033065152,-0.008792615345504318,-0.7935323647407815
zec_5m,short_p40,mom72_down,-1,274,0.5036496350364964,-0.0009078133761035711,-0.2493274026559621,-0.009078133761035726,-0.998418566839205
zec_5m,short_p20,mom72_down,-1,155,0.47096774193548385,-0.0009115227576383016,-0.15062266455484685,-0.00911522757638303,-0.9731867706775477
zec_5m,long_p80,mom72_up,1,72,0.5,-0.0009714548957715453,-0.08069950942184989,-0.00971454895771547,-0.8686240685218676
zec_5m,short_p20,trend288_down,-1,180,0.48333333333333334,-0.0009745109179808152,-0.18120183196045536,-0.009745109179808158,-0.9866049688537478
zec_5m,long_p60,mom72_up,1,181,0.43646408839779005,-0.0009827251299895936,-0.19522994922515946,-0.00982725129989596,-0.9953763502190152
zec_5m,long_p80,trend288_up,1,108,0.4722222222222222,-0.0010527172204594269,-0.1198555962573491,-0.010527172204594286,-0.9083401123865539
zec_5m,short_p40,trend72_down,-1,255,0.49411764705882355,-0.001210634479633882,-0.2885726622760496,-0.012106344796338828,-0.9982562188758364
zec_5m,long_p60,mom24_up,1,164,0.42073170731707316,-0.0013735833102877133,-0.22695654938408683,-0.013735833102877149,-0.9949581791885752
zec_5m,short_p40,low_vol24,-1,116,0.5086206896551724,-0.0014733379964554883,-0.16824577089276171,-0.0147333799645549,-0.9601124227257596
zec_5m,long_p60,trend288_up,1,221,0.4253393665158371,-0.0014734837135602344,-0.3065198413064929,-0.014734837135602358,-0.9989862924468575
zec_5m,long_p80,all,1,187,0.44385026737967914,-0.001508860131278748,-0.2634974170212355,-0.015088601312787496,-0.9940646030149719
zec_5m,long_p60,rsi_mid,1,187,0.40106951871657753,-0.0015585932673036309,-0.2797905948734537,-0.015585932673036327,-0.9979491453859952
zec_5m,short_p40,low_vol72,-1,130,0.5,-0.0016004604694708137,-0.19784127943009,-0.016004604694708144,-0.9681545010774545
zec_5m,short_p40,mom24_down,-1,250,0.504,-0.0016198921464595103,-0.35497712617495114,-0.016198921464595117,-0.9994787370054794
zec_5m,short_p0,mom24_up,-1,44,0.45454545454545453,-0.0016413913966155525,-0.07495916398838887,-0.016413913966155547,-0.7535074545793374
zec_5m,long_p80,rsi_hot,1,32,0.46875,-0.0017290162145222863,-0.056768307758100045,-0.01729016214522288,-0.5827635260655291
zec_5m,short_p20,trend72_down,-1,144,0.4444444444444444,-0.0018070765766311355,-0.24339209320940514,-0.018070765766311375,-0.9885598531550917
zec_5m,long_p80,trend72_down,1,126,0.4365079365079365,-0.0018136658011234106,-0.213548648856965,-0.01813665801123411,-0.9712526518862085
zec_5m,short_p20,mom24_down,-1,142,0.47183098591549294,-0.0018410282460252366,-0.24443987143164392,-0.018410282460252385,-0.9889818288819012
zec_5m,long_p80,mom72_down,1,115,0.40869565217391307,-0.0018453225395963018,-0.19884456657302885,-0.01845322539596302,-0.9548212757219076
zec_5m,long_p60,trend72_up,1,164,0.4146341463414634,-0.001858037831168955,-0.28618458738963926,-0.01858037831168957,-0.9977519839517985
zec_5m,long_p60,low_volume,1,114,0.43859649122807015,-0.0019001853979078657,-0.20707905449333774,-0.019001853979078675,-0.9737407811564927
zec_5m,short_p40,low_atr,-1,125,0.488,-0.0019404867014183344,-0.22803899419927676,-0.019404867014183355,-0.9862096130573053
zec_5m,long_p80,low_volume,1,50,0.48,-0.0020140714033291766,-0.09907666043669316,-0.02014071403329178,-0.7510759518903662
zec_5m,long_p60,all,1,398,0.41708542713567837,-0.0020450397782759452,-0.5842963585377121,-0.02045039778275947,-0.9999994450347808
zec_5m,long_p60,rsi_cold,1,127,0.44881889763779526,-0.0020902503011131415,-0.2455203467605349,-0.020902503011131435,-0.9885441197606596
zec_5m,short_p40,high_atr,-1,107,0.5420560747663551,-0.002115801375253325,-0.2204561193029685,-0.021158013752533268,-0.99969352252503
zec_5m,long_p80,trend288_down,1,79,0.4050632911392405,-0.0021324479080950354,-0.1632025610264366,-0.02132447908095037,-0.9352454258938301
zec_5m,long_p60,trend72_down,1,234,0.4188034188034188,-0.002176100971974862,-0.417631457491096,-0.02176100971974863,-0.9997531311132583
zec_5m,short_p40,all,-1,498,0.5140562248995983,-0.002200965978472218,-0.6940472979258394,-0.02200965978472219,-1.0000000000440714
zec_5m,long_p80,rsi_mid,1,84,0.39285714285714285,-0.002352598925763404,-0.18914697779192224,-0.023525989257634047,-0.9522867771459206
zec_5m,long_p80,mom24_down,1,128,0.421875,-0.00235936606148708,-0.2699468499233242,-0.023593660614870816,-0.9876735190102907
zec_5m,long_p60,high_volume,1,62,0.3870967741935484,-0.0023728257106346404,-0.14719874414735556,-0.023728257106346413,-0.928920871180724
zec_5m,short_p20,low_vol72,-1,68,0.47058823529411764,-0.0024422335555989013,-0.15691743346799392,-0.024422335555989026,-0.8848391965793743
zec_5m,long_p60,mom24_down,1,234,0.41452991452991456,-0.002515633200284792,-0.4622506132985401,-0.02515633200284793,-0.9998899276194149
zec_5m,short_p20,low_volume,-1,64,0.53125,-0.0025407197270204576,-0.15603766876222724,-0.025407197270204584,-0.9205730652004848
zec_5m,short_p0,high_vol72,-1,25,0.48,-0.0025442654220368005,-0.06378941904013069,-0.025442654220368014,-0.584059821842251
zec_5m,short_p20,low_vol24,-1,65,0.47692307692307695,-0.002586909466332045,-0.1595128083564341,-0.025869094663320463,-0.9053260366722743
zec_5m,short_p40,rsi_mid,-1,238,0.4831932773109244,-0.002613823641171625,-0.4796417099563465,-0.026138236411716264,-0.9999459715281247
zec_5m,short_p0,trend72_up,-1,40,0.45,-0.002643029606232617,-0.10603205961343487,-0.026430296062326185,-0.8414922069624349
zec_5m,short_p40,low_volume,-1,127,0.5354330708661418,-0.0026637834922220017,-0.2993282185474586,-0.026637834922220025,-0.9959996482020941
zec_5m,short_p40,mom24_up,-1,247,0.5263157894736842,-0.0027479914360734837,-0.5197383287357588,-0.027479914360734874,-1.000000096464684
zec_5m,short_p20,all,-1,271,0.4833948339483395,-0.0027506462549025928,-0.550023793629214,-0.02750646254902593,-1.000000075058889
zec_5m,long_p60,trend288_down,1,177,0.4067796610169492,-0.002758677576593303,-0.4005543832062064,-0.02758677576593304,-0.9994525391297748
zec_5m,long_p60,mom72_down,1,217,0.4009216589861751,-0.0029311178950493537,-0.4834504078996924,-0.029311178950493556,-0.9998799724794296
zec_5m,short_p0,trend288_down,-1,62,0.41935483870967744,-0.002978137451384409,-0.17843435010696285,-0.029781374513844106,-0.9518863323442965
zec_5m,long_p60,rsi_hot,1,84,0.40476190476190477,-0.0030596083634128377,-0.2349716873011406,-0.030596083634128395,-0.9763787744315978
zec_5m,short_p20,low_atr,-1,70,0.45714285714285713,-0.003096396785153205,-0.20081068713043138,-0.030963967851532048,-0.9534085603215776
zec_5m,short_p20,high_vol72,-1,62,0.46774193548387094,-0.0030981790615374092,-0.18599753199682623,-0.030981790615374108,-0.9988283389970228
zec_5m,long_p100,rsi_mid,1,20,0.4,-0.0031833471714469187,-0.06276385743393287,-0.03183347171446921,-0.5310711992419329
zec_5m,short_p40,trend72_up,-1,243,0.5349794238683128,-0.0032402027365124467,-0.5699452553327712,-0.032402027365124486,-1.0000000252734595
zec_5m,short_p0,mom72_up,-1,37,0.40540540540540543,-0.0032530682176341594,-0.11723525629773612,-0.032530682176341606,-0.8255600154881962
zec_5m,short_p0,all,-1,87,0.41379310344827586,-0.0033053259742562785,-0.2611313118320324,-0.033053259742562784,-0.9882052191835047
zec_5m,short_p0,mom72_down,-1,50,0.42,-0.0033439967141566463,-0.16300611976278567,-0.03343996714156647,-0.9323848781028914
zec_5m,long_p80,low_vol24,1,42,0.40476190476190477,-0.0034635833522687733,-0.13791501128432315,-0.034635833522687745,-0.8288437445156795
zec_5m,short_p20,rsi_mid,-1,129,0.4418604651162791,-0.0035649686819273067,-0.3787978183358385,-0.03564968681927309,-0.9985831134458446
zec_5m,long_p60,low_vol72,1,101,0.3465346534653465,-0.0036609835620392502,-0.3164131165001056,-0.03660983562039251,-0.9925053685903752
zec_5m,short_p20,mom24_up,-1,129,0.49612403100775193,-0.003751931194907121,-0.4044468608694247,-0.03751931194907123,-1.000006812282035
zec_5m,short_p40,mom72_up,-1,224,0.5267857142857143,-0.0037827687152981507,-0.5924285725139622,-0.03782768715298153,-1.0000000278680015
zec_5m,short_p20,trend72_up,-1,127,0.5275590551181102,-0.0038205205357773144,-0.40527160457586286,-0.03820520535777316,-1.0000065610074926
zec_5m,short_p0,trend72_down,-1,47,0.3829787234042553,-0.0038689824576806707,-0.17349531813358943,-0.03868982457680671,-0.9255886376911444
zec_5m,short_p0,low_vol72,-1,22,0.4090909090909091,-0.003910082784524197,-0.0837126295798657,-0.039100827845241985,-0.6391181581845069
zec_5m,long_p60,low_atr,1,104,0.38461538461538464,-0.004041393663587598,-0.34998596556537787,-0.040413936635875995,-0.9957351291304842
zec_5m,short_p0,trend288_up,-1,25,0.4,-0.004116753510978513,-0.10065776452050534,-0.04116753510978514,-0.7548559195092417
zec_5m,short_p40,high_volume,-1,88,0.5,-0.004135394560302614,-0.32384254900125053,-0.04135394560302616,-1.0002208148769385
zec_5m,long_p80,low_atr,1,51,0.39215686274509803,-0.00417456626290983,-0.19493322314473482,-0.041745662629098304,-0.9263184401424293
zec_5m,short_p40,rsi_hot,-1,134,0.5,-0.004271755359700389,-0.45810595302022317,-0.042717553597003924,-1.0000014696565345
zec_5m,long_p80,low_vol72,1,45,0.3111111111111111,-0.004351692468940756,-0.18035961627189645,-0.04351692468940757,-0.8981756206922195
zec_5m,short_p0,low_volume,-1,27,0.5185185185185185,-0.004419504181620883,-0.11527130262348961,-0.044195041816208834,-0.8024995531688959
zec_5m,short_p20,rsi_hot,-1,76,0.4868421052631579,-0.004461253617517218,-0.3078844945757565,-0.044612536175172184,-1.0000598972700168
zec_5m,short_p40,high_vol72,-1,111,0.45045045045045046,-0.004490779418093282,-0.4078497910213419,-0.044907794180932825,-0.9999861492342356
zec_5m,short_p40,trend288_up,-1,187,0.5133689839572193,-0.004502397745047368,-0.58837990355745,-0.04502397745047371,-1.0000000504874271
zec_5m,long_p60,low_vol24,1,87,0.3563218390804598,-0.004636693402757868,-0.33757894603568694,-0.04636693402757868,-0.9934540623136578
zec_5m,short_p0,mom24_down,-1,43,0.37209302325581395,-0.005007956704865392,-0.20125830189977323,-0.05007956704865393,-0.9521495435232475
zec_5m,short_p20,mom72_up,-1,116,0.5,-0.0052080957555574615,-0.47022814526248735,-0.052080957555574646,-1.0000027993229859
zec_5m,short_p20,trend288_up,-1,91,0.4835164835164835,-0.0062638809872753365,-0.4504430714004065,-0.06263880987275339,-1.0000056034874683
zec_5m,short_p20,high_volume,-1,53,0.41509433962264153,-0.007057266038717953,-0.32647400530119375,-0.07057266038717953,-1.0003840053410669
zec_5m,short_p0,rsi_mid,-1,43,0.2558139534883721,-0.008521985614829392,-0.31113517207216757,-0.08521985614829393,-0.9887120384340576
